;TotalTime;avg_complete_time;completed;group;group_user_id;puzzle;order
Pi Henge;3.0;3.07;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Pi Henge;12.0
45-Degree Rotations;1.1;1.18;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;45-Degree Rotations;13.0
Pyramids are Strange;1.74;1.78;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Pyramids are Strange;14.0
Boxes Obscure Spheres;0.87;11.04;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Boxes Obscure Spheres;15.0
Object Limits;2.25;2.38;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Object Limits;16.0
Warm Up;0.54;0.65;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Warm Up;17.0
Angled Silhouette;1.37;1.39;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Angled Silhouette;18.0
Sugar Cones;1.03;1.43;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Sugar Cones;19.0
Stranger Shapes;4.62;4.75;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Stranger Shapes;20.0
Tall and Small;10.6;10.82;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Tall and Small;21.0
Ramp Up and Can It;0.41;0.55;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Ramp Up and Can It;22.0
More Than Meets Your Eye;4.69;4.8;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;More Than Meets Your Eye;23.0
Bear Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Bear Market;30.0
Not Bird;2.0;2.1;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Not Bird;24.0
Unnecessary;4.12;4.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Unnecessary;
Zzz;1.23;1.35;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Zzz;26.0
Bull Market;6.95;6.99;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Bull Market;27.0
Few Clues;7.45;8.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Few Clues;28.0
Orange Dance;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~a6f176cf29c7a3e3bf3fc3c2362ac8c8;Orange Dance;29.0
1. One Box;0.39;0.39;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;1. One Box;1.0
2. Separated Boxes;0.55;0.61;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.68;0.71;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.57;0.59;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;4. Match Silhouettes;4.0
5. Removing Objects;0.24;0.27;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;5. Removing Objects;5.0
6. Stretch a Ramp;0.65;0.68;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.26;0.3;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.87;0.9;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.94;0.93;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;9. Scaling Round Objects;9.0
Square Cross-Sections;1.08;1.11;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Square Cross-Sections;10.0
Bird Fez;6.85;6.87;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Bird Fez;11.0
Pi Henge;1.15;1.2;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Pi Henge;12.0
45-Degree Rotations;1.2;1.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;45-Degree Rotations;13.0
Pyramids are Strange;1.76;1.77;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Pyramids are Strange;14.0
Boxes Obscure Spheres;0.55;0.56;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Boxes Obscure Spheres;15.0
Object Limits;1.03;1.06;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Object Limits;16.0
Warm Up;0.23;0.28;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Warm Up;17.0
Angled Silhouette;1.37;1.37;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Angled Silhouette;18.0
Sugar Cones;0.51;0.54;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Sugar Cones;19.0
Stranger Shapes;1.64;1.66;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Stranger Shapes;20.0
Tall and Small;3.63;1.12;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Tall and Small;21.0
Ramp Up and Can It;0.48;0.53;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Ramp Up and Can It;22.0
More Than Meets Your Eye;2.49;2.51;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;More Than Meets Your Eye;23.0
Not Bird;0.73;0.77;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Not Bird;24.0
Unnecessary;0.66;0.66;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Unnecessary;
Zzz;0.49;0.49;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Zzz;26.0
Bull Market;3.54;3.56;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Bull Market;27.0
Few Clues;1.94;1.93;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Few Clues;28.0
Orange Dance;7.35;7.4;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Orange Dance;29.0
Bear Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7efcb41a92a61b13280d8c19e2fef302;Bear Market;30.0
1. One Box;0.53;0.53;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;1. One Box;1.0
2. Separated Boxes;1.21;1.25;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.18;1.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;3. Rotate a Pyramid;3.0
4. Match Silhouettes;1.37;1.43;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;4. Match Silhouettes;4.0
5. Removing Objects;1.77;2.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;5. Removing Objects;5.0
6. Stretch a Ramp;0.38;0.43;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;6. Stretch a Ramp;6.0
7. Max 2 Boxes;3.26;3.29;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;3.05;3.09;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;2.7;2.74;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;9. Scaling Round Objects;9.0
Square Cross-Sections;2.59;2.63;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Square Cross-Sections;10.0
Bird Fez;3.7;3.73;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Bird Fez;11.0
Pi Henge;0.92;1.41;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Pi Henge;12.0
45-Degree Rotations;2.81;2.78;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;45-Degree Rotations;13.0
Pyramids are Strange;5.1;5.14;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Pyramids are Strange;14.0
Boxes Obscure Spheres;2.78;3.06;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Boxes Obscure Spheres;15.0
Object Limits;1.14;1.29;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Object Limits;16.0
Warm Up;0.62;0.62;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Warm Up;17.0
Angled Silhouette;1.74;1.88;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Angled Silhouette;18.0
Sugar Cones;0.53;0.66;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Sugar Cones;19.0
Stranger Shapes;7.67;7.74;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Stranger Shapes;20.0
Tall and Small;3.95;2.35;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Tall and Small;21.0
Ramp Up and Can It;8.01;0.43;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Ramp Up and Can It;22.0
More Than Meets Your Eye;2.43;2.51;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;More Than Meets Your Eye;23.0
Not Bird;1.14;1.19;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Not Bird;24.0
Unnecessary;1.47;1.46;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Unnecessary;
Zzz;1.14;1.92;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Zzz;26.0
Bear Market;23.58;23.58;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Bear Market;30.0
Orange Dance;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~6ee4b916ed4b2366f0c521b3379f7960;Orange Dance;29.0
1. One Box;0.23;0.22;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;1. One Box;1.0
2. Separated Boxes;0.71;0.77;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.43;0.91;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;3. Rotate a Pyramid;3.0
4. Match Silhouettes;2.57;2.6;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;4. Match Silhouettes;4.0
5. Removing Objects;1.08;1.15;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;5. Removing Objects;5.0
6. Stretch a Ramp;0.92;1.2;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;6. Stretch a Ramp;6.0
7. Max 2 Boxes;2.35;2.48;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;2.65;2.69;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;1.59;1.62;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;9. Scaling Round Objects;9.0
Square Cross-Sections;2.85;1.9;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Square Cross-Sections;10.0
Bird Fez;5.99;3.24;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Bird Fez;11.0
Pi Henge;2.15;2.18;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Pi Henge;12.0
45-Degree Rotations;0.62;1.8;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;45-Degree Rotations;13.0
Pyramids are Strange;0.82;0.87;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Pyramids are Strange;14.0
Boxes Obscure Spheres;1.13;1.19;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Boxes Obscure Spheres;15.0
Object Limits;2.47;2.51;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Object Limits;16.0
Warm Up;0.44;0.5;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Warm Up;17.0
Angled Silhouette;2.07;2.12;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Angled Silhouette;18.0
Sugar Cones;0.48;0.65;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Sugar Cones;19.0
Stranger Shapes;1.55;1.56;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Stranger Shapes;20.0
Tall and Small;2.73;2.76;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Tall and Small;21.0
Ramp Up and Can It;0.38;0.48;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Ramp Up and Can It;22.0
More Than Meets Your Eye;6.2;6.23;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;More Than Meets Your Eye;23.0
Not Bird;1.99;0.44;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Not Bird;24.0
Unnecessary;1.52;1.57;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Unnecessary;
Zzz;2.43;2.51;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Zzz;26.0
Bull Market;3.22;3.29;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Bull Market;27.0
Few Clues;12.14;4.44;1.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Few Clues;28.0
Bear Market;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Bear Market;30.0
Orange Dance;0.0;0.0;0.0;e6af7d42084352a39449e6d0a09b18cd;e6af7d42084352a39449e6d0a09b18cd~7a2c3ba5b630c18ff35177361c93141b;Orange Dance;29.0
1. One Box;0.8;0.8;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;1. One Box;1.0
2. Separated Boxes;3.12;3.25;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.91;0.94;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;3. Rotate a Pyramid;3.0
4. Match Silhouettes;2.33;1.28;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;4. Match Silhouettes;4.0
5. Removing Objects;6.0;6.04;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;5. Removing Objects;5.0
6. Stretch a Ramp;5.38;5.44;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;6. Stretch a Ramp;6.0
7. Max 2 Boxes;4.56;3.02;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;2.23;2.26;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;6.9;5.52;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~4cac6d6f0016fa63c459c4e9d0aa16b1;Square Cross-Sections;10.0
1. One Box;0.24;0.26;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;1. One Box;1.0
2. Separated Boxes;1.31;1.34;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.53;1.58;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.51;0.53;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;4. Match Silhouettes;4.0
5. Removing Objects;3.51;3.54;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;5. Removing Objects;5.0
6. Stretch a Ramp;0.79;0.81;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;6. Stretch a Ramp;6.0
7. Max 2 Boxes;1.59;1.61;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.49;1.53;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.49;0.49;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;9. Scaling Round Objects;9.0
Square Cross-Sections;1.74;1.79;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Square Cross-Sections;10.0
Bird Fez;6.73;6.76;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Bird Fez;11.0
Pi Henge;0.79;0.81;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Pi Henge;12.0
45-Degree Rotations;0.95;1.01;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;45-Degree Rotations;13.0
Pyramids are Strange;0.87;0.9;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Pyramids are Strange;14.0
Boxes Obscure Spheres;4.8;5.19;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Boxes Obscure Spheres;15.0
Object Limits;0.56;0.73;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Object Limits;16.0
Warm Up;0.4;1.24;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Warm Up;17.0
Angled Silhouette;0.6;0.65;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Angled Silhouette;18.0
Sugar Cones;2.47;2.9;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Sugar Cones;19.0
Stranger Shapes;8.53;8.68;1.0;8cbfa61cb2b025b16b04a8e470422960;8cbfa61cb2b025b16b04a8e470422960~f328f213fa502ed9b06a2f5f6ed88086;Stranger Shapes;20.0
