n_attempt;group;user;task_id;cum_this_puzzle_attempt;timestamp;percentage_tutorial;percentage_intermediate;percentage_advanced;attempts_per_puzzle;user_elo;puzzle_elo;puzzle_difficulty;n_events;n_check_solution;bestSubmit;n_breaks;n_manipulation_events;n_snapshot;n_rotate_view;completed;1. One Box;2. Separated Boxes;3. Rotate a Pyramid;4. Match Silhouettes;45-Degree Rotations;5. Removing Objects;6. Stretch a Ramp;7. Max 2 Boxes;8. Combine 2 Ramps;9. Scaling Round Objects;Angled Silhouette;Bear Market;Bird Fez;Boxes Obscure Spheres;Bull Market;Few Clues;More Than Meets Your Eye;Not Bird;Object Limits;Orange Dance;Pi Henge;Pyramids are Strange;Ramp Up and Can It;Sandbox;Square Cross-Sections;Stranger Shapes;Sugar Cones;Tall and Small;Tetromino;Unnecessary;Warm Up;Zzz
4685;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;7. Max 2 Boxes;1;2019-11-18 16:19:52.126150-05:00;55.56;0.0;0.0;2.0;0.0;0.6;0.08;16.0;1.0;33.33;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4686;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;6. Stretch a Ramp;3;2019-11-18 16:20:30.628421-05:00;55.56;0.0;0.0;2.2;0.0;0.42;0.11;17.0;1.0;100.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4687;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;7. Max 2 Boxes;2;2019-11-18 16:21:37.731727-05:00;66.67;0.0;0.0;2.0;0.0;0.6;0.08;23.0;1.0;33.33;1.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4688;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;8. Combine 2 Ramps;1;2019-11-18 16:22:52.126173-05:00;77.78;0.0;0.0;1.86;0.0;0.57;0.07;24.0;1.0;100.0;0.0;8.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4689;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;9. Scaling Round Objects;1;2019-11-18 16:23:45.366276-05:00;88.89;0.0;0.0;1.75;0.0;0.58;0.13;23.0;1.0;100.0;0.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4690;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Square Cross-Sections;2;2019-11-18 16:24:37.234231-05:00;100.0;0.0;0.0;1.67;0.0;0.99;0.2;20.0;1.0;100.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4691;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Bird Fez;1;2019-11-18 16:27:21.569498-05:00;100.0;11.11;0.0;1.6;0.11;1.77;0.16;65.0;2.0;100.0;0.0;25.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4692;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Pi Henge;1;2019-11-18 16:29:57.431917-05:00;100.0;22.22;0.0;1.64;0.18;1.26;0.07;38.0;1.0;100.0;0.0;14.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4693;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;45-Degree Rotations;1;2019-11-18 16:31:27.180307-05:00;100.0;33.33;0.0;1.58;0.23;0.78;0.1;30.0;1.0;100.0;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4694;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Pyramids are Strange;1;2019-11-18 16:32:30.860299-05:00;100.0;44.44;0.0;1.54;0.3;1.29;0.18;26.0;0.0;0.0;1.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4695;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Square Cross-Sections;3;2019-11-18 16:33:49.215062-05:00;100.0;44.44;0.0;1.62;0.3;0.99;0.2;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4696;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Pyramids are Strange;2;2019-11-18 16:34:10.170519-05:00;100.0;44.44;0.0;1.62;0.3;1.29;0.18;64.0;4.0;100.0;1.0;29.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4697;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Boxes Obscure Spheres;1;2019-11-18 16:37:07.325123-05:00;100.0;55.56;0.0;1.57;0.41;1.91;0.27;101.0;3.0;100.0;0.0;31.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4698;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Object Limits;1;2019-11-18 16:40:52.230292-05:00;100.0;66.67;0.0;1.53;0.55;1.62;0.26;43.0;3.0;33.33;0.0;8.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4699;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Warm Up;1;2019-11-18 16:42:16.229181-05:00;100.0;66.67;0.0;1.6;0.55;0.6;0.18;14.0;1.0;100.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
4700;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Angled Silhouette;1;2019-11-18 16:42:43.338525-05:00;100.0;66.67;7.69;1.56;0.61;1.35;0.15;17.0;1.0;33.33;1.0;4.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4701;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Sugar Cones;1;2019-11-18 16:43:59.789146-05:00;100.0;66.67;7.69;1.62;0.61;0.9;0.09;23.0;2.0;100.0;0.0;7.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4702;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Stranger Shapes;1;2019-12-09 16:16:55.090622-05:00;100.0;66.67;15.38;1.71;0.68;1.7;0.28;65.0;1.0;100.0;3.0;25.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
4703;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Bear Market;1;2019-12-09 16:19:51.225897-05:00;100.0;66.67;23.08;1.67;0.79;3.0;1.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4704;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Tall and Small;1;2019-12-09 16:20:18.676412-05:00;100.0;66.67;23.08;1.72;0.79;1.73;0.27;68.0;2.0;33.33;5.0;14.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4705;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Orange Dance;1;2019-12-09 16:31:53.569088-05:00;100.0;66.67;23.08;1.78;0.79;2.37;0.65;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4706;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Object Limits;2;2019-12-09 16:32:42.341530-05:00;100.0;66.67;23.08;1.83;0.79;1.62;0.26;29.0;1.0;33.33;2.0;5.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4707;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Angled Silhouette;2;2019-12-09 16:35:44.292818-05:00;100.0;66.67;23.08;1.89;0.79;1.35;0.15;20.0;0.0;0.0;2.0;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4708;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;1. One Box;1;2019-11-18 16:12:16.418332-05:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4709;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;2. Separated Boxes;1;2019-11-18 16:13:19.617482-05:00;11.11;0.0;0.0;1.0;0.0;0.12;0.11;40.0;1.0;50.0;0.0;12.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4710;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;3. Rotate a Pyramid;1;2019-11-18 16:15:42.668081-05:00;22.22;0.0;0.0;1.0;0.0;0.23;0.08;30.0;1.0;50.0;0.0;3.0;0.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4711;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;4. Match Silhouettes;1;2019-11-18 16:18:04.971356-05:00;33.33;0.0;0.0;1.0;0.0;0.42;0.06;15.0;1.0;100.0;0.0;3.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4712;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;5. Removing Objects;1;2019-11-18 16:18:50.621115-05:00;44.44;0.0;0.0;1.0;0.0;0.48;0.11;33.0;1.0;100.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4713;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;6. Stretch a Ramp;1;2019-11-18 16:19:58.545024-05:00;55.56;0.0;0.0;1.0;0.0;0.42;0.11;50.0;1.0;33.33;0.0;13.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4714;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;7. Max 2 Boxes;1;2019-11-18 16:22:57.052904-05:00;66.67;0.0;0.0;1.0;0.0;0.6;0.08;32.0;0.0;0.0;0.0;7.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4715;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;8. Combine 2 Ramps;1;2019-11-18 16:24:30.680056-05:00;77.78;0.0;0.0;1.0;0.0;0.57;0.07;44.0;0.0;0.0;0.0;3.0;0.0;32.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4716;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;9. Scaling Round Objects;1;2019-11-18 16:26:34.821396-05:00;88.89;0.0;0.0;1.0;0.0;0.58;0.13;55.0;2.0;33.33;0.0;31.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4717;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Square Cross-Sections;1;2019-11-22 13:19:04.906770-05:00;88.89;0.0;0.0;1.5;0.0;0.99;0.2;66.0;0.0;0.0;0.0;28.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4718;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;9. Scaling Round Objects;2;2019-11-22 13:17:19.567792-05:00;88.89;0.0;0.0;1.38;0.0;0.58;0.13;88.0;0.0;0.0;2.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4719;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Object Limits;1;2019-12-09 16:19:13.494321-05:00;88.89;11.11;0.0;1.56;0.11;1.62;0.26;66.0;1.0;33.33;2.0;35.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4720;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Warm Up;1;2019-12-09 16:26:42.933776-05:00;88.89;11.11;0.0;1.67;0.11;0.6;0.18;19.0;1.0;100.0;0.0;8.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
4721;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Angled Silhouette;1;2019-12-09 16:27:27.937982-05:00;88.89;11.11;7.69;1.6;0.19;1.35;0.15;40.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4722;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Angled Silhouette;2;2019-12-09 16:32:46.892015-05:00;88.89;11.11;7.69;1.7;0.19;1.35;0.15;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4723;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Sugar Cones;1;2019-12-09 16:32:53.687568-05:00;88.89;11.11;7.69;1.8;0.19;0.9;0.09;33.0;0.0;0.0;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4724;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Stranger Shapes;1;2019-12-09 16:37:45.011183-05:00;88.89;11.11;15.38;1.73;0.28;1.7;0.28;136.0;4.0;0.0;0.0;59.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
4725;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;Tall and Small;1;2019-12-09 16:41:55.518401-05:00;88.89;11.11;15.38;1.82;0.28;1.73;0.27;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4726;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;1. One Box;1;2019-11-18 16:12:37.603833-05:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4727;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;2. Separated Boxes;1;2019-11-18 16:20:01.202021-05:00;11.11;0.0;0.0;3.0;0.0;0.12;0.11;33.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4728;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;3. Rotate a Pyramid;1;2019-11-18 16:24:10.731853-05:00;22.22;0.0;0.0;2.0;0.0;0.23;0.08;31.0;1.0;100.0;0.0;13.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4729;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;4. Match Silhouettes;1;2019-11-18 16:25:21.927796-05:00;33.33;0.0;0.0;1.67;0.0;0.42;0.06;48.0;1.0;33.33;1.0;24.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4730;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;5. Removing Objects;1;2019-11-18 16:30:04.890712-05:00;44.44;0.0;0.0;1.5;0.0;0.48;0.11;55.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4731;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;6. Stretch a Ramp;1;2019-11-18 16:36:04.659044-05:00;44.44;0.0;0.0;1.75;0.0;0.42;0.11;47.0;1.0;33.33;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4732;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;7. Max 2 Boxes;1;2019-11-18 16:38:04.991624-05:00;44.44;0.0;0.0;2.0;0.0;0.6;0.08;25.0;1.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4733;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;5. Removing Objects;2;2019-11-18 16:39:01.139437-05:00;44.44;0.0;0.0;2.25;0.0;0.48;0.11;32.0;1.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4734;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;5. Removing Objects;3;2019-12-09 16:37:56.008157-05:00;44.44;0.0;0.0;3.25;0.0;0.48;0.11;47.0;1.0;0.0;2.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4735;e21640b4aea9349ad77d86d6017cb061;3ba430337eb30f5fd7569451b5dfdf32;6. Stretch a Ramp;2;2019-12-09 16:34:31.201704-05:00;44.44;0.0;0.0;3.0;0.0;0.42;0.11;56.0;1.0;66.67;1.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
